serial,name,value,notes
16-50149,CC_a0,1.245773e-03,generated from QCT file 3305-00102-00384-A.cap
16-50149,CC_a1,2.758120e-04,
16-50149,CC_a2,-1.128012e-06,
16-50149,CC_a3,1.790697e-07,
16-50149,CC_cpcor,-9.570000e-08,
16-50149,CC_ctcor,3.250000e-06,
16-50149,CC_g,-9.762449e-01,
16-50149,CC_h,1.554404e-01,
16-50149,CC_i,-1.902232e-04,
16-50149,CC_j,3.869582e-05,
16-50149,CC_pa0,4.293778e+00,
16-50149,CC_pa1,3.189752e-03,
16-50149,CC_pa2,9.270610e-11,
16-50149,CC_ptca0,5.271765e+05,
16-50149,CC_ptca1,4.575360e+01,
16-50149,CC_ptca2,6.719275e-01,
16-50149,CC_ptcb0,2.507538e+01,
16-50149,CC_ptcb1,-3.250000e-04,
16-50149,CC_ptcb2,0.000000e+00,
16-50149,CC_ptempa0,1.517577e+02,
16-50149,CC_ptempa1,-5.773511e+01,
16-50149,CC_ptempa2,-9.165186e-01,
