serial,name,value,notes
37-13376,CC_a0,-1.929672e-004,source_file CTDMO-R_SBE_37IM_SN_37-13376_Calibration_Files_2025-01-14.zip > 13376.cal
37-13376,CC_a1,3.179957e-004,
37-13376,CC_a2,-4.975477e-006,
37-13376,CC_a3,2.172697e-007,
37-13376,CC_g,-9.935665e-001,
37-13376,CC_h,1.373495e-001,
37-13376,CC_i,-2.093185e-004,
37-13376,CC_j,3.307955e-005,
37-13376,CC_ctcor,3.250000e-006,
37-13376,CC_cpcor,-9.570000e-008,
37-13376,CC_wbotc,1.237838e-007,
37-13376,CC_pa0,3.555567e-001,
37-13376,CC_pa1,1.592565e-002,
37-13376,CC_pa2,-7.540677e-010,
37-13376,CC_ptca0,5.246513e+005,
37-13376,CC_ptca1,2.370455e+000,
37-13376,CC_ptca2,-6.187286e-002,
37-13376,CC_ptcb0,2.500613e+001,
37-13376,CC_ptcb1,-1.750000e-004,
37-13376,CC_ptcb2,0.000000e+000,
37-13376,CC_ptempa0,2.603526e+002,
37-13376,CC_ptempa1,-1.201816e-001,
37-13376,CC_ptempa2,3.798768e-006,
37-13376,CC_p_range,5076,
